Employee_ID,Name,Age,Department,City,Salary,Joining_Date,Email,Phone_Number,Performance_Score,Bonus_Percentage,Work_Hours_Per_Week,Status,Remarks
1269,Mackenzie Nichols,37.0,Marketing,,68475.0,,invalidemail.com,6276405555,4.0,15.0,40.0,Inactive,Needs Improvement
1270,Scott Perez,120.0,HR,Kochi,,,invalidemail.com,,3.0,15.0,50.0,Active,Top Performer
1271,Haley Ortiz,120.0,IT,,75031.0,27-10-2022,,,1.0,-10.0,35.0,Active,
1272,Sierra Carpenter,,HR,,,11-06-2025,invalidemail.com,99999,2.0,,40.0,ACTIVE, 
1273,Paul Hernandez,,HR,,61004.0,2019/03/08,,99999,2.0,5.0,40.0,active,Good
4,Andrew Phillips,24.0,,Trivandrum,,,,,10.0,5.0,35.0,Active, 
1275,Martha Lopez,120.0,HR,Kannur,,26-03-2023,,2532397343,,15.0,40.0,active,Good
1276,Eric Rose,120.0,Support,Kochi,92647.0,23-04-2021,invalidemail.com,99999,,-10.0,35.0,ACTIVE, 
1277,Susan Beck,-5.0,IT,Thrissur,60890.0,,,8510528971,10.0,20.0,45.0,Inactive, 
1278,Andrea Baker,,IT,Calicut,51697.0,2021/02/22,,5355120516,2.0,-10.0,35.0,Active,Top Performer
340,Audrey Hoover,,Sales,Kannur,64110.0,2024/09/06,jonathan13@gmail.com,,3.0,20.0,45.0,ACTIVE,Needs Improvement
1280,Anthony Snyder,120.0,Marketing,Kannur,,22-06-2019,,99999,4.0,10.0,,ACTIVE,Needs Improvement
1281,Mr. Ralph Bell,120.0,,Calicut,89033.0,2020/09/19,,99999,4.0,10.0,,Active,Top Performer
1282,Marc Mclaughlin,120.0,IT,Thrissur,,2021/10/26,invalidemail.com,4907371920,3.0,20.0,40.0,Inactive, 
1283,David Anderson,40.0,Sales,Kannur,19275.0,,,99999,,5.0,100.0,ACTIVE,Good
237,Mrs. Ellen Miller,26.0,HR,Trivandrum,48614.0,2025/10/22,,99999,,20.0,35.0,,Needs Improvement
1285,Charles Summers,120.0,,Trivandrum,71231.0,,kyleturner@gmail.com,,2.0,5.0,35.0,,Needs Improvement
1286,Richard Schmidt,,,Kannur,59123.0,,jnunez@wilson-cohen.com,8718013170,3.0,5.0,45.0,Inactive,Needs Improvement
1287,Tammy Lowe,-5.0,Finance,Kochi,,2024/06/30,shayes@hotmail.com,99999,,10.0,40.0,active, 
1288,Michael Good,,Support,,64381.0,22-02-2026,kingemily@williams.biz,0665143529,4.0,15.0,100.0,ACTIVE,Needs Improvement
1289,Catherine Robinson,120.0,Finance,Calicut,57854.0,13-05-2019,ukrause@yahoo.com,99999,1.0,,,,Top Performer
1290,Aaron Jones,120.0,Marketing,Thrissur,57307.0,27-11-2022,,99999,3.0,10.0,45.0,, 
1291,Matthew Mccarthy,-5.0,IT,Thrissur,,,campbellsharon@hotmail.com,,1.0,20.0,,active, 
225,Bethany Moore,36.0,,,68706.0,06-09-2019,invalidemail.com,,3.0,-10.0,100.0,Inactive,Needs Improvement
1293,Dustin Kramer,34.0,Sales,Kannur,,2025/04/13,invalidemail.com,99999,10.0,10.0,45.0,Pending,Good
38,Matthew Stanley,-5.0,Finance,Trivandrum,46569.0,12-05-2021,invalidemail.com,7207148131,3.0,5.0,50.0,ACTIVE,Top Performer
1295,Zachary Johnson,,Finance,Trivandrum,42480.0,03-07-2025,yowen@harris.com,9722667316,,5.0,,Active,
392,Brianna Richard,120.0,HR,Kochi,18736.0,06-07-2022,jonesjocelyn@yahoo.com,7816302730,4.0,20.0,50.0,Inactive,Needs Improvement
172,Karen Evans,,Sales,Calicut,,,,,10.0,20.0,45.0,Inactive,
1298,Brenda Hunt,,IT,Trivandrum,,2021/01/01,,9602936587,1.0,15.0,50.0,active,Good
1299,Terry Mercado,,Support,,34525.0,,christophermccann@yahoo.com,0534171871,2.0,20.0,100.0,Inactive,Good
268,Daisy Durham,120.0,Marketing,Kochi,40402.0,2021/08/04,patricia81@gmail.com,9301313373,5.0,20.0,40.0,ACTIVE,Top Performer
1301,Scott Macdonald,-5.0,Support,Kannur,28689.0,17-10-2023,,,1.0,20.0,,ACTIVE,Good
1302,Kristen Lara,-5.0,Marketing,Calicut,24598.0,,,99999,2.0,,45.0,Pending,Top Performer
87,Jose Malone,30.0,Sales,Calicut,25001.0,,carriemyers@oneill.com,,3.0,,40.0,,Needs Improvement
1304,Tina Pena,120.0,IT,Trivandrum,35730.0,,barneskendra@jackson.com,,2.0,-10.0,,,Good
1305,Lindsay Thomas,,Support,,65173.0,,zhansen@hotmail.com,9509274907,1.0,-10.0,40.0,Active,Top Performer
368,Katherine Henry,120.0,,Calicut,37564.0,,watersfrank@knight-anderson.com,3059712961,3.0,-10.0,40.0,Active,Needs Improvement
1307,Tracy Martin,,Sales,,83973.0,16-04-2026,invalidemail.com,,10.0,,40.0,active,
1308,Lori Bonilla,28.0,Support,Kochi,78240.0,,toddamy@simon.com,,1.0,20.0,100.0,,Good
1309,David Fitzgerald,27.0,Finance,Calicut,79561.0,,,99999,1.0,,50.0,active,Needs Improvement
215,Brian Carpenter,20.0,Finance,Kannur,37770.0,,invalidemail.com,99999,10.0,20.0,50.0,Active,
293,Denise Mclean,120.0,Sales,Trivandrum,48653.0,,invalidemail.com,99999,3.0,-10.0,35.0,active,
1312,Benjamin Conrad DVM,-5.0,Finance,Kochi,58130.0,2019/12/22,,,4.0,10.0,50.0,Inactive,Needs Improvement
1313,Emily Cruz,120.0,HR,,40143.0,2019/11/26,,6070391880,10.0,-10.0,45.0,, 
1314,Samantha Simmons,-5.0,Marketing,,60016.0,,melissa24@hotmail.com,,5.0,20.0,40.0,,Needs Improvement
308,Andrea Edwards,,HR,Thrissur,29093.0,2025/01/15,esnyder@miller.biz,6122263192,,15.0,50.0,Inactive,Top Performer
1316,Zachary Parker,32.0,,,25550.0,03-09-2025,donaldmcdaniel@hotmail.com,2040279627,,15.0,100.0,ACTIVE,
190,Dakota Martinez,120.0,IT,Trivandrum,,2025/08/29,invalidemail.com,,,-10.0,45.0,,Top Performer
190,Dustin Ford,-5.0,IT,,,,,99999,10.0,5.0,50.0,Inactive,Top Performer
1319,Michael Nelson,54.0,Marketing,Trivandrum,,,invalidemail.com,,1.0,15.0,40.0,active, 
196,Tracy English,-5.0,HR,Kochi,66655.0,17-11-2022,ukennedy@gmail.com,99999,10.0,15.0,40.0,Inactive,Top Performer
1321,Michelle Diaz,120.0,Support,Thrissur,33553.0,,cindyhicks@mueller.info,0640926016,10.0,10.0,50.0,Active,Top Performer
1322,Joshua Casey,-5.0,HR,,45982.0,2018/08/10,roger56@turner.com,0162144423,,5.0,35.0,ACTIVE,Good
1323,Brandy Smith,120.0,Support,Thrissur,82970.0,2021/11/28,tnoble@mccarthy.com,,3.0,15.0,40.0,Inactive,Top Performer
456,Jennifer Farrell,120.0,,,,,,99999,1.0,5.0,50.0,Inactive,Needs Improvement
1325,Shane Bell,-5.0,IT,Kannur,,15-12-2019,,99999,4.0,-10.0,45.0,active,Needs Improvement
1326,Mr. James Smith,120.0,,Calicut,,2021/05/17,,7213289029,1.0,15.0,45.0,, 
1327,Tracy Brown,28.0,Finance,Calicut,,2019/12/12,invalidemail.com,,10.0,10.0,35.0,active,Good
1328,David Henderson,-5.0,Marketing,,93191.0,,,3115163620,4.0,10.0,35.0,Inactive,Good
1329,Deborah Sloan,-5.0,HR,,,21-02-2021,,,2.0,,100.0,,
1330,Ms. Christina Blanchard,,HR,Calicut,66959.0,,,99999,2.0,-10.0,,Inactive, 
1331,Kelly Green,,HR,Calicut,,2019/02/03,invalidemail.com,6098796404,5.0,15.0,35.0,active,
1332,Jeremy Williams,-5.0,,Kochi,,,mirandabarrett@underwood.com,5497657899,4.0,5.0,35.0,Active,
1333,Wayne Payne,,Support,Kochi,,2020/06/17,,,4.0,-10.0,45.0,ACTIVE,Top Performer
1334,Becky Fernandez,,HR,Calicut,,,shelly88@walker-hopkins.com,4447357417,2.0,-10.0,,Active,Good
1335,Olivia Murphy,,Support,Trivandrum,,2021/03/16,christina28@gmail.com,99999,2.0,,45.0,Inactive,Top Performer
405,Troy Davis,35.0,,,49751.0,18-03-2023,,0374380941,3.0,20.0,100.0,active,Top Performer
1337,David Sanders,120.0,,Kochi,,,,99999,2.0,5.0,100.0,Active,Needs Improvement
1338,Russell Diaz,,Marketing,,25514.0,,invalidemail.com,,3.0,20.0,35.0,Pending,Top Performer
1339,Kyle Ortiz,31.0,Finance,Kochi,,2021/11/21,,99999,1.0,5.0,,,Top Performer
1340,Daniel Macdonald,-5.0,Marketing,Calicut,20216.0,,invalidemail.com,99999,5.0,20.0,45.0,Inactive,Good
1341,Matthew Sloan,,Support,Kochi,80542.0,23-10-2025,,,4.0,5.0,40.0,,Good
125,Alexander Ellis,-5.0,Marketing,Thrissur,44448.0,,invalidemail.com,99999,1.0,,,active,Needs Improvement
1343,Paul Garcia,,HR,Kannur,,,invalidemail.com,,10.0,5.0,50.0,Pending, 
279,Logan Watson,,,,80279.0,13-10-2021,,,5.0,-10.0,100.0,Pending,Needs Improvement
1345,Michael Mendoza,120.0,HR,Calicut,,04-01-2024,johnsonkimberly@erickson-wilson.com,5985995288,2.0,5.0,,Active,Top Performer
1346,Sherri Mendez,-5.0,,Trivandrum,,2021/12/30,lisa49@stone-rosario.com,,1.0,5.0,40.0,active, 
341,Ana Lee,-5.0,Finance,Thrissur,58525.0,2023/04/10,,99999,3.0,5.0,50.0,Inactive,
1348,Brandon Allen,22.0,IT,Calicut,,2020/01/21,invalidemail.com,,2.0,20.0,40.0,Active, 
1349,Sarah Thomas,-5.0,Sales,Kochi,,,,,3.0,10.0,,,
190,Peter Patterson,,Finance,Trivandrum,24494.0,09-08-2020,edwardstephenson@wilson.com,,2.0,20.0,50.0,,Needs Improvement
1351,Eric Price,120.0,Marketing,Kannur,,2025/06/09,invalidemail.com,99999,,20.0,40.0,Pending,Top Performer
1352,Mary Gentry,36.0,,Trivandrum,56293.0,,sherritate@costa.com,99999,5.0,,,Inactive, 
297,Julie Moss,,Marketing,Trivandrum,,2023/11/13,invalidemail.com,9099246096,5.0,-10.0,100.0,, 
169,Vanessa Hernandez,-5.0,Support,Calicut,24257.0,,,,,,,Pending,Good
1355,Suzanne Patel,,Sales,,19045.0,2024/07/31,ellisernest@gmail.com,99999,3.0,15.0,,Pending,Needs Improvement
173,Gregory Brown,,,,,19-08-2021,vhamilton@bell.com,1211037086,1.0,5.0,45.0,Pending, 
1357,Kimberly Hall,56.0,,Kochi,74732.0,25-04-2022,,99999,1.0,10.0,35.0,Inactive,
362,Jennifer Yang,120.0,Marketing,Trivandrum,64692.0,,,99999,1.0,,50.0,Active, 
1359,Vanessa Nicholson,120.0,Support,Trivandrum,52221.0,2025/11/19,invalidemail.com,5823847282,1.0,5.0,40.0,ACTIVE, 
1360,Carla Nguyen,-5.0,HR,,,,megan76@mendoza-jackson.com,4746734256,10.0,10.0,40.0,Pending,
1361,Bobby Howard,120.0,HR,,56371.0,2021/08/21,,,4.0,,100.0,,
1362,Patricia Romero,120.0,IT,,22282.0,,tinamoreno@gmail.com,3709042219,10.0,-10.0,35.0,,
1363,Robert Velez,120.0,HR,,,2023/10/31,meyermichele@yahoo.com,6472428972,2.0,,45.0,Active,Needs Improvement
1364,Gabriel Juarez,-5.0,,Trivandrum,,,danielle26@hotmail.com,5452138930,2.0,10.0,,Inactive, 
170,Carlos Hess,56.0,HR,Calicut,48641.0,11-12-2024,corey42@knapp.com,4113347225,2.0,10.0,45.0,active,
462,Deborah Obrien,120.0,,Kochi,34102.0,2018/05/15,invalidemail.com,5219248116,10.0,20.0,,ACTIVE,Top Performer
1367,Steven Russell,33.0,Sales,Calicut,59312.0,16-06-2021,,,5.0,15.0,50.0,Inactive,Needs Improvement
1368,Christian Blevins,49.0,,Thrissur,21806.0,,morganmckinney@gmail.com,3059235523,4.0,-10.0,40.0,Inactive,Needs Improvement
225,Wendy Cain,-5.0,Support,,56361.0,17-12-2023,invalidemail.com,,,-10.0,50.0,Pending,Top Performer
26,Justin Lawson,,Marketing,,,2018/07/22,cheyenneedwards@king-velasquez.com,,4.0,-10.0,40.0,Pending, 
1371,Christian Cole,-5.0,,Thrissur,59504.0,2019/09/14,,99999,5.0,-10.0,100.0,Inactive,Needs Improvement
1372,Robert Hunt,31.0,HR,Kochi,,20-04-2021,swong@mathews-thomas.net,1319829402,5.0,20.0,,Active,Needs Improvement
1373,Tammy Rodriguez,-5.0,,Kochi,,2022/09/03,invalidemail.com,,1.0,-10.0,40.0,ACTIVE,Needs Improvement
1374,Jane Matthews,120.0,Support,,51006.0,14-01-2020,invalidemail.com,1908641937,2.0,10.0,40.0,active,
1375,Marvin Soto,120.0,,Trivandrum,,01-01-2023,wkane@hotmail.com,4492116899,4.0,10.0,50.0,,Top Performer
1376,George Joseph,,HR,Trivandrum,52166.0,2024/10/27,invalidemail.com,99999,10.0,5.0,45.0,ACTIVE, 
1377,Stacey Matthews,49.0,,Calicut,,16-05-2024,invalidemail.com,,,20.0,,,Top Performer
404,Samuel Sanchez,120.0,Marketing,,27354.0,14-01-2026,invalidemail.com,99999,,-10.0,40.0,Inactive, 
232,Christine Duncan,120.0,,Calicut,59488.0,22-05-2022,invalidemail.com,,2.0,5.0,50.0,Active,
1380,Richard Smith,,HR,Thrissur,36580.0,2023/11/07,christopherbrown@smith.com,1562815435,3.0,20.0,40.0,Active,Needs Improvement
120,Mathew Martin,-5.0,Support,,,02-07-2018,,99999,2.0,,100.0,Pending,Needs Improvement
1382,Kristine Craig,52.0,Support,,,,invalidemail.com,9889016753,2.0,10.0,100.0,Active,Needs Improvement
1383,Tina Rhodes,30.0,,,88557.0,19-03-2019,igrant@gmail.com,0613576101,1.0,10.0,35.0,Pending,Top Performer
1384,Donna Mcgee,-5.0,Marketing,Kannur,32765.0,2025/05/03,invalidemail.com,9829013770,1.0,,35.0,ACTIVE,Top Performer
1385,Phillip Jordan,28.0,Sales,,,2025/01/02,maldonadothomas@hotmail.com,,5.0,20.0,50.0,, 
168,Tyler Scott,120.0,,Kannur,59114.0,,invalidemail.com,,1.0,,50.0,,Needs Improvement
1387,Amanda Hughes,,HR,Kochi,46535.0,14-06-2024,kathleenwood@yahoo.com,3657301486,3.0,-10.0,35.0,Active,Top Performer
1388,Christina Smith,-5.0,Marketing,Thrissur,39377.0,,lauriereyes@bright.com,3760898681,4.0,,50.0,Inactive,
1389,Elizabeth Meyer DVM,,Sales,,54396.0,,jacquelinewilliams@hotmail.com,3319172590,2.0,20.0,50.0,active,Good
1390,Jason Nash,120.0,HR,Thrissur,40032.0,2025/05/29,bchavez@yahoo.com,6040108984,1.0,15.0,100.0,Active,Top Performer
1391,Joseph Williams,,IT,,41522.0,,rebecca01@mcmillan.com,,10.0,,,Active,Good
422,Heather Gray,,,Calicut,77126.0,14-02-2024,,6765202471,10.0,,,active,Needs Improvement
1393,Nicholas Miller,-5.0,HR,Kannur,71413.0,2025/04/17,joanne40@harrison.com,5787046906,4.0,,45.0,Active,Good
1394,Brandon Lewis,,Sales,,27749.0,,,,2.0,15.0,40.0,active, 
1395,Andre Kelly,-5.0,IT,Kannur,60646.0,16-02-2024,,8586127894,4.0,-10.0,100.0,Pending, 
1396,Sarah Reid,35.0,Marketing,Calicut,382185.0,2018/05/22,,99999,4.0,5.0,50.0,ACTIVE,Good
1397,Jessica Fox,120.0,Finance,,72919.0,2023/06/16,xbutler@gmail.com,,,5.0,100.0,,Needs Improvement
1398,Jessica Ewing,42.0,HR,Trivandrum,70330.0,2023/02/15,iboyd@lawson.com,99999,5.0,,,ACTIVE,Needs Improvement
1399,Nancy Bennett,120.0,HR,Thrissur,53760.0,,pedwards@barnes.biz,99999,3.0,-10.0,50.0,Inactive, 
392,Andres Jones,-5.0,IT,Kochi,72002.0,,djohnston@yahoo.com,,10.0,,50.0,Pending,
1401,Alexandra Smith,,,Thrissur,,,invalidemail.com,3602879472,4.0,20.0,40.0,Pending,
1402,Angela Miller,120.0,,Thrissur,86024.0,,ffrazier@reyes-duncan.com,99999,3.0,15.0,35.0,ACTIVE,Needs Improvement
1403,Candace Powell,27.0,HR,Kannur,,27-01-2021,invalidemail.com,6767802020,4.0,20.0,45.0,ACTIVE, 
1404,Kevin Osborne,42.0,,Calicut,26022.0,05-04-2025,,,5.0,,40.0,,Good
122,Jenny Pierce,36.0,Marketing,Trivandrum,88891.0,2025/02/26,cynthia00@aguilar.com,1723500606,2.0,20.0,45.0,Active,Good
200,Ryan Spencer,120.0,Support,Calicut,63208.0,24-11-2024,invalidemail.com,99999,3.0,5.0,,Pending, 
1407,Sydney Hill,-5.0,Marketing,Kochi,88957.0,,invalidemail.com,,1.0,-10.0,35.0,ACTIVE,
1408,Lauren Ramos,120.0,Support,Kochi,39233.0,15-01-2019,butlerdavid@gallagher-wallace.net,99999,3.0,15.0,45.0,Inactive, 
176,Gerald Clark,-5.0,,Trivandrum,53947.0,27-05-2019,invalidemail.com,2385325735,4.0,10.0,40.0,Active,Top Performer
1410,Melissa Fleming,,HR,,,11-01-2021,amy73@nichols.org,,1.0,15.0,40.0,Inactive,Top Performer
158,Evelyn Davis,120.0,Marketing,Trivandrum,,,invalidemail.com,99999,5.0,10.0,,active,Top Performer
1412,Linda Kennedy,-5.0,,Kochi,48377.0,25-06-2025,invalidemail.com,99999,,15.0,40.0,Active,Needs Improvement
1413,Aaron Harris,25.0,Support,,,2024/02/29,bowenmary@gmail.com,,2.0,-10.0,50.0,active,Needs Improvement
1414,Gwendolyn Johnson,120.0,Support,,88263.0,2023/01/21,,99999,2.0,10.0,,,Top Performer
1415,Sonya Murphy,-5.0,Sales,Thrissur,40323.0,2026/01/22,invalidemail.com,99999,5.0,5.0,50.0,Active,Good
1416,Angela Johnson,39.0,Finance,Kannur,87349.0,2018/08/22,invalidemail.com,99999,4.0,10.0,45.0,,Needs Improvement
1417,William Andrews,-5.0,Sales,Trivandrum,,,invalidemail.com,,10.0,,50.0,Inactive,Top Performer
1418,Jordan Maddox,51.0,HR,Calicut,55930.0,09-06-2022,,0090779472,4.0,5.0,35.0,,Needs Improvement
94,Ann Cervantes,-5.0,Marketing,Thrissur,86310.0,17-02-2023,,1304488727,3.0,10.0,50.0,ACTIVE,
1420,Sarah Riddle,120.0,HR,Kochi,,2024/10/06,,99999,4.0,15.0,100.0,Inactive,Top Performer
1421,Cathy Andersen,-5.0,Support,Kannur,47678.0,18-06-2022,invalidemail.com,99999,10.0,20.0,50.0,Active,
415,Rachel Gomez,57.0,Finance,Calicut,39310.0,23-02-2022,invalidemail.com,8761373585,5.0,,,Pending,
1423,Tammy Stewart,22.0,Sales,Thrissur,74362.0,,,99999,4.0,10.0,,Active, 
1424,Dustin Martinez,-5.0,Support,Thrissur,48664.0,2019/04/10,invalidemail.com,6021324634,,15.0,50.0,Pending, 
190,Zachary Gonzalez,120.0,,,78007.0,2020/07/04,invalidemail.com,,,,45.0,ACTIVE,Needs Improvement
1426,Craig Mills,-5.0,Support,Thrissur,85936.0,,,,10.0,-10.0,35.0,Inactive,Top Performer
1427,Daniel Fuller,120.0,Finance,Trivandrum,87313.0,19-10-2022,invalidemail.com,9023767939,4.0,20.0,40.0,ACTIVE,
1428,Robin Suarez,120.0,,Kannur,41884.0,,gibsonsheryl@hotmail.com,3709056927,5.0,10.0,,active, 
1429,Keith Le,,,Kochi,62113.0,2023/08/07,invalidemail.com,,1.0,15.0,45.0,Inactive, 
1430,Curtis Taylor,120.0,Support,Thrissur,73735.0,,gward@gmail.com,,4.0,-10.0,35.0,,Top Performer
1431,Marie Moore,,,Thrissur,43579.0,26-08-2025,sturner@alvarez.info,7876362587,10.0,,40.0,ACTIVE,
1432,Eric Craig,47.0,Marketing,Kochi,,,,99999,10.0,,35.0,ACTIVE,Good
1433,Katie Hawkins,,IT,Kochi,23598.0,2021/03/14,,,4.0,10.0,50.0,active,Needs Improvement
369,Ryan Garcia,,HR,Trivandrum,63702.0,22-09-2018,,7004191343,,5.0,100.0,Pending, 
1435,Angela Holden,,Sales,,60173.0,2020/04/02,invalidemail.com,99999,2.0,,50.0,ACTIVE,Needs Improvement
1436,Ashley Cuevas,-5.0,Support,Thrissur,64801.0,15-05-2022,,4505738347,10.0,,40.0,active,
305,Jason Salazar,-5.0,Sales,Trivandrum,38762.0,22-06-2019,invalidemail.com,2927821497,5.0,5.0,50.0,Pending,Top Performer
1438,Amanda Silva,120.0,Support,Calicut,27003.0,2018/10/02,,,3.0,20.0,45.0,Active,Top Performer
1439,Sean Best,,Sales,Trivandrum,91428.0,08-09-2018,invalidemail.com,99999,2.0,20.0,40.0,ACTIVE,Good
1440,Paige Peterson,120.0,,Calicut,,19-12-2020,,99999,5.0,5.0,50.0,active,
1441,John Brown,120.0,Marketing,Thrissur,18471.0,2023/08/05,invalidemail.com,99999,10.0,15.0,35.0,,Needs Improvement
434,David Castro,-5.0,Finance,Calicut,61076.0,02-01-2025,,99999,10.0,,,Active,Good
1443,Monique Moreno,120.0,HR,Thrissur,53519.0,,,2811743980,5.0,20.0,40.0,ACTIVE,
1444,Shelby Kim,-5.0,Finance,,65073.0,2021/01/26,invalidemail.com,1317697072,10.0,15.0,35.0,Inactive,Good
99,Dr. Joanna Pineda,,Marketing,Calicut,,2025/06/26,gonzalezmelissa@hotmail.com,99999,3.0,10.0,35.0,Pending,Good
1446,Christopher Hernandez,-5.0,IT,Calicut,40332.0,02-08-2022,invalidemail.com,99999,1.0,5.0,35.0,,
1447,Deanna Wu,35.0,Sales,Thrissur,53666.0,2021/11/21,,,3.0,5.0,100.0,Inactive,Needs Improvement
301,Amy Spence,-5.0,Finance,,54313.0,,invalidemail.com,5609446231,2.0,10.0,45.0,Active,
1449,Kyle Butler,,IT,Kochi,,05-08-2021,,,1.0,5.0,40.0,Pending,
26,Jackson Bowen,,Marketing,Kannur,86922.0,2024/09/01,,,2.0,5.0,40.0,Active,Good
458,Chad Coffey DDS,28.0,Marketing,Trivandrum,,10-06-2023,invalidemail.com,,5.0,5.0,35.0,Pending,
50,Debra Castillo,,Finance,,80363.0,,xowens@hotmail.com,8762122404,10.0,20.0,40.0,ACTIVE,
1453,Brenda Jones PhD,30.0,Sales,Calicut,22536.0,,invalidemail.com,,1.0,-10.0,,active,Good
1454,Darrell Herrera MD,120.0,Support,Kannur,69098.0,01-02-2022,invalidemail.com,9124049793,5.0,10.0,,Active,
1455,Jeffrey Martin,,,Trivandrum,18824.0,2026/05/07,aliciahansen@yahoo.com,4332041325,3.0,10.0,35.0,,
1456,David Bridges,,Support,,20018.0,,andersonnicole@cross.com,,3.0,15.0,100.0,active,
1457,Michelle Lopez,120.0,Finance,Kochi,41631.0,04-05-2023,frazierbrian@gmail.com,99999,4.0,5.0,100.0,active, 
1458,Danielle Logan,120.0,Marketing,Thrissur,21159.0,2019/07/09,hpena@harris-taylor.info,99999,1.0,10.0,35.0,Active, 
1459,Ashley Perry,-5.0,Marketing,Kannur,88388.0,,invalidemail.com,,5.0,,50.0,Pending,
1460,Melissa Heath,-5.0,IT,Kochi,85331.0,29-01-2021,,,3.0,15.0,50.0,Pending,Good
1461,Sheila Miller,56.0,Marketing,Kochi,75451.0,2024/12/28,invalidemail.com,,10.0,,40.0,Active,
1462,Bradley Elliott,,,Calicut,70909.0,2019/04/20,zacharylogan@yahoo.com,99999,5.0,15.0,,active,Top Performer
1463,Jocelyn Kelly,-5.0,Finance,Trivandrum,23121.0,2025/03/26,millergregory@yahoo.com,3700789776,,5.0,40.0,Active,Needs Improvement
1464,Christine Farrell,120.0,Finance,Kochi,82443.0,30-05-2019,nancy09@gmail.com,8089364119,1.0,5.0,35.0,ACTIVE, 
366,Linda Norton,,Marketing,Kochi,56232.0,,amybennett@coleman.com,9724911032,5.0,,,ACTIVE,Good
1466,Michael Evans,,,Calicut,33901.0,08-11-2023,,99999,2.0,20.0,100.0,ACTIVE, 
1467,Gabriel Mitchell,39.0,,,,,invalidemail.com,99999,3.0,20.0,40.0,Active,Good
1468,Tanya Berry,-5.0,Sales,Kochi,,,xfitzgerald@landry.biz,99999,1.0,5.0,,Active,Top Performer
1469,Christie Lopez,,,Thrissur,90783.0,2019/03/08,cindysnyder@gmail.com,8467065660,2.0,-10.0,45.0,,Good
143,Kelly Rivera,46.0,IT,Trivandrum,26967.0,2026/04/03,,,5.0,15.0,45.0,ACTIVE,Top Performer
1471,Tommy Butler,,Finance,,37434.0,,mark59@hotmail.com,8010554317,,,35.0,, 
1472,Michael Morrison,,IT,Calicut,47162.0,23-12-2024,,99999,5.0,5.0,50.0,Pending,Top Performer
1473,Lisa Trevino,120.0,HR,Calicut,64990.0,2025/08/08,invalidemail.com,7918028693,1.0,15.0,35.0,Inactive, 
1474,Miguel Olson,26.0,Support,Kannur,30412.0,11-07-2023,,6392942812,10.0,-10.0,45.0,Pending, 
1475,Susan Dixon,-5.0,Marketing,Calicut,20346.0,04-04-2024,marksmith@mendez.net,99999,4.0,20.0,35.0,Active,Good
1476,Rebekah Ward,21.0,Support,,34749.0,01-03-2021,awalsh@gmail.com,4478787994,5.0,-10.0,100.0,active,Good
1477,Karen Hansen,120.0,Sales,Kannur,21848.0,,invalidemail.com,99999,10.0,15.0,40.0,,Top Performer
1478,Amanda Mata,-5.0,IT,Calicut,,,invalidemail.com,99999,10.0,5.0,35.0,ACTIVE,Good
1479,Barbara Patterson,-5.0,,Calicut,,2020/10/30,jenniferstrong@gmail.com,99999,5.0,20.0,35.0,active,
1480,Hayley Pollard,,IT,Kannur,88091.0,14-10-2022,,99999,10.0,20.0,100.0,active,Top Performer
40,Traci Martin,-5.0,Marketing,,,2025/07/08,,99999,4.0,20.0,35.0,,Needs Improvement
1482,Jack Craig,46.0,,Thrissur,,2025/09/28,,,4.0,15.0,40.0,Inactive,Needs Improvement
1483,Mr. Jeffery Thomas DDS,-5.0,Marketing,Calicut,,08-04-2024,ilopez@gmail.com,0009523008,3.0,-10.0,50.0,Pending, 
1484,Claudia Lloyd,-5.0,Support,,51656.0,2022/12/09,invalidemail.com,,10.0,5.0,35.0,Active, 
1485,Anthony Burns,,Sales,,89657.0,,invalidemail.com,4062905893,3.0,10.0,45.0,, 
1486,Philip Miller,120.0,Marketing,,55683.0,2024/01/18,,2012438169,4.0,20.0,45.0,Active,Top Performer
1487,Cheryl Jones,120.0,HR,,30889.0,,invalidemail.com,4335998811,10.0,-10.0,40.0,Inactive,Good
313,Eric Hart,,IT,Calicut,,21-04-2023,,,,,50.0,Active,Good
305,Mr. Brandon Brown PhD,55.0,Sales,Kochi,44559.0,2024/04/16,lopezjoseph@harris.net,1098937965,2.0,15.0,50.0,Active,Needs Improvement
51,Darrell Clark,-5.0,Sales,,83061.0,,bradleybeck@gmail.com,,10.0,20.0,40.0,Pending, 
1491,Marissa Hale,120.0,,Trivandrum,24675.0,13-09-2021,,9570178562,1.0,10.0,50.0,Pending,Needs Improvement
1492,Kenneth Garcia,-5.0,Marketing,,62262.0,18-02-2022,invalidemail.com,0845665334,10.0,20.0,,Active,Needs Improvement
1493,Jesus Rogers,55.0,,Thrissur,79334.0,2022/10/31,wperez@ramsey.org,7191147568,2.0,-10.0,,ACTIVE,
102,Bryan Finley,,Sales,Kannur,33809.0,2025/12/15,,9574455040,1.0,10.0,45.0,ACTIVE,Good
1495,Brenda Martinez,,Support,Trivandrum,,,invalidemail.com,4807343141,10.0,10.0,40.0,active,Needs Improvement
1496,Emily Bowman,-5.0,Marketing,Trivandrum,,2020/09/05,invalidemail.com,99999,,20.0,35.0,active,
1497,Miranda Moore,29.0,Finance,Kochi,64728.0,,debbiedominguez@martin.com,99999,3.0,10.0,50.0,Active,Good
1498,Jerry Todd,120.0,,Calicut,80959.0,2024/07/19,kelseyrogers@edwards.biz,,,-10.0,35.0,ACTIVE, 
